,DIAGNOSIS_CODE,DIAGNOSIS_NAME,STD_INDICATOR,APPROVED_INDICATOR,CREATE_DATE,INPUT_CODE,INPUT_CODE_WB,DIAGNOSIS_DICT,DISEASE_SORT,CODE_VERSION
10274,Q56.101,男性假两性畸形,1,1,29-9月 -15,NXJLXJX,,,,ICD10_15
10277,Q60.001,单肾,1,1,29-9月 -15,DS,,,,ICD10_15
10278,Q60.201,先天性肾缺失,1,1,29-9月 -15,XTXSQS,,,,ICD10_15
10280,Q61.001,先天性肾囊肿,1,1,29-9月 -15,XTXSNZ,,,,ICD10_15
10283,Q61.301,多囊肾,1,1,29-9月 -15,DNS,,,,ICD10_15
10291,Q62.101,先天性输尿管狭窄,1,1,29-9月 -15,XTXSNGXZ,,,,ICD10_15
10292,Q62.102,先天性输尿管肾盂连接处狭窄,1,1,29-9月 -15,XTXSNGSY,,,,ICD10_15
10293,Q62.103,先天性输尿管膀胱开口处狭窄,1,1,29-9月 -15,XTXSNGBG,,,,ICD10_15
10294,Q62.201,先天性巨输尿管,1,1,29-9月 -15,XTXJSNG,,,,ICD10_15
10301,Q62.801,先天性输尿管畸形,1,1,29-9月 -15,XTXSNGJX,,,,ICD10_15
10303,Q63.001,双重肾,1,1,29-9月 -15,SCS,,,,ICD10_15
10304,Q63.101,马蹄形肾,1,1,29-9月 -15,MTXS,,,,ICD10_15
10305,Q63.201,异位肾,1,1,29-9月 -15,YWS,,,,ICD10_15
10310,Q63.901,先天性肾畸形,1,1,29-9月 -15,XTXSJX,,,,ICD10_15
10315,Q64.301,先天性尿道狭窄,1,1,29-9月 -15,XTXNDXZ,,,,ICD10_15
10317,Q64.402,先天性脐尿管囊肿,1,1,29-9月 -15,XTXQNGNZ,,,,ICD10_15
10321,Q64.901,先天性泌尿道畸形,1,1,29-9月 -15,XTXMNDJX,,,,ICD10_15
10324,Q65.201,先天性髋关节脱位,1,1,29-9月 -15,XTXKGJTW,,,,ICD10_15
10328,Q65.803,先天性髋臼发育不良,1,1,29-9月 -15,XTXKJFYB,,,,ICD10_15
10329,Q65.804,先天性髋关节发育不良,1,1,29-9月 -15,XTXKGJFY,,,,ICD10_15
10331,Q66.001,先天性马蹄内翻足,1,1,29-9月 -15,XTXMTNFZ,,,,ICD10_15
10332,Q66.301,先天性内翻足,1,1,29-9月 -15,XTXNFZ,,,,ICD10_15
10337,Q66.602,先天性足拇外翻畸形,1,1,29-9月 -15,XTXZMWFJ,,,,ICD10_15
10339,Q66.801,先天性足畸形,1,1,29-9月 -15,XTXZJX,,,,ICD10_15
10341,Q66.803,足副舟状骨,1,1,29-9月 -15,ZFZZG,,,,ICD10_15
10347,Q66.901,先天性趾畸形,1,1,29-9月 -15,XTXZJX,,,,ICD10_15
10352,Q67.501,先天性脊柱侧弯,1,1,29-9月 -15,XTXJZCW,,,,ICD10_15
10353,Q67.601,先天性漏斗胸,1,1,29-9月 -15,XTXLDX,,,,ICD10_15
10354,Q67.701,先天性鸡胸,1,1,29-9月 -15,XTXJX,,,,ICD10_15
10355,Q67.801,先天性胸壁畸形,1,1,29-9月 -15,XTXXBJX,,,,ICD10_15
10358,Q68.101,先天性指畸形,1,1,29-9月 -15,XTXZJX,,,,ICD10_15
10359,Q68.102,先天性手畸形,1,1,29-9月 -15,XTXSJX,,,,ICD10_15
10360,Q68.103,先天性杵状指,1,1,29-9月 -15,XTXCZZ,,,,ICD10_15
10375,V01.101,行人与脚踏车碰撞的交通事故,1,1,29-9月 -15,XRYJTCPZ,,,,ICD10_15
10378,V03.101,行人与小型汽车碰撞的交通事故,1,1,29-9月 -15,XRYXXQCP,,,,ICD10_15
10379,V04.101,行人与大型汽车碰撞的交通事故,1,1,29-9月 -15,XRYDXQCP,,,,ICD10_15
10383,V09.201,机动车辆与行人碰撞交通事故,1,1,29-9月 -15,JDCLYXRP,,,,ICD10_15
10385,V19.601,机动车与自行车碰撞交通事故,1,1,29-9月 -15,JDCYZXCP,,,,ICD10_15
10386,V19.901,自行车事故,1,1,29-9月 -15,ZXCSG,,,,ICD10_15
10401,V81.601,从火车上跌下,1,1,29-9月 -15,CHCSDX,,,,ICD10_15
10404,V87.701,机动车与另一机动车交通事故,1,1,29-9月 -15,JDCYLYJD,,,,ICD10_15
10406,V89.001,机动车辆非交通性事故,1,1,29-9月 -15,JDCLFJTX,,,,ICD10_15
10407,V89.201,机动车辆失控车内人员损伤交通事故,1,1,29-9月 -15,JDCLSKCN,,,,ICD10_15
10408,V89.202,机动车辆失控引起的交通事故,1,1,29-9月 -15,JDCLSKYQ,,,,ICD10_15
10409,V89.203,机动车交通事故,1,1,29-9月 -15,JDCJTSG,,,,ICD10_15
10411,W01.901,在同一平面上滑倒或摔倒,1,1,29-9月 -15,ZTYPMSHD,,,,ICD10_15
10412,W03.901,被他人推倒或撞倒,1,1,29-9月 -15,BTRTDHZD,,,,ICD10_15
10413,W06.901,从床上跌落,1,1,29-9月 -15,CCSDL,,,,ICD10_15
10414,W07.901,从椅子上跌落,1,1,29-9月 -15,CYZSDL,,,,ICD10_15
10416,W10.901,从楼梯或台阶上跌落,1,1,29-9月 -15,CLTHTJSD,,,,ICD10_15
10417,W11.901,从梯子上跌落,1,1,29-9月 -15,CTZSDL,,,,ICD10_15
10418,W12.901,从脚手架上跌落,1,1,29-9月 -15,CJSJSDL,,,,ICD10_15
10419,W13.901,从建筑物上跌落,1,1,29-9月 -15,CJZWSDL,,,,ICD10_15
10421,W15.901,从峭壁坠落,1,1,29-9月 -15,CQBZL,,,,ICD10_15
10423,W17.901,从一平面至另一平面的跌落,1,1,29-9月 -15,CYPMZLYP,,,,ICD10_15
10424,W19.901,自行摔伤,1,1,29-9月 -15,ZXSS,,,,ICD10_15
10425,W20.901,坠落物体意外击伤,1,1,29-9月 -15,ZLWTYWJS,,,,ICD10_15
10426,W20.902,坠落物体意外砸伤,1,1,29-9月 -15,ZLWTYWZS,,,,ICD10_15
10427,W20.903,树木砸伤,1,1,29-9月 -15,SMZS,,,,ICD10_15
10428,W20.904,石块砸伤,1,1,29-9月 -15,SKZS,,,,ICD10_15
10430,W23.901,意外地被物体夹住或夹挤,1,1,29-9月 -15,YWDBWTJZ,,,,ICD10_15
10431,W24.901,传动机械造成的事故,1,1,29-9月 -15,CDJXZCDS,,,,ICD10_15
10433,W25.901,玻璃割伤,1,1,29-9月 -15,BLGS,,,,ICD10_15
10435,W26.901,刀刺伤,1,1,29-9月 -15,DCS,,,,ICD10_15
10436,W27.901,非动力手工工具和器具伤(斧、叉、手锯,1,1,29-9月 -15,FDLSGGJH,,,,ICD10_15
10438,W31.901,自游乐场的装备上坠落,1,1,29-9月 -15,ZYLCDZBS,,,,ICD10_15
10439,W31.902,金属加工机器造成的事故,1,1,29-9月 -15,JSJGJQZC,,,,ICD10_15
10440,W31.903,电动机造成的事故,1,1,29-9月 -15,DDJZCDSG,,,,ICD10_15
10441,W31.904,机器造成的事故,1,1,29-9月 -15,JQZCDSG,,,,ICD10_15
10442,W32.901,手枪意外射击伤,1,1,29-9月 -15,SQYWSJS,,,,ICD10_15
10445,W34.901,意外气枪伤,1,1,29-9月 -15,YWQQS,,,,ICD10_15
10447,W34.903,意外射击伤,1,1,29-9月 -15,YWSJS,,,,ICD10_15
10448,W34.904,枪击伤,1,1,29-9月 -15,QJS,,,,ICD10_15
10453,W39.901,爆竹炸伤,1,1,29-9月 -15,BZZS,,,,ICD10_15
10456,W40.903,炸伤,1,1,29-9月 -15,ZS,,,,ICD10_15
10457,W40.904,爆炸性气体炸伤,1,1,29-9月 -15,BZXQTZS,,,,ICD10_15
10458,W44.901,咽喉部意外异物,1,1,29-9月 -15,YHBYWYW,,,,ICD10_15
10459,W44.902,食管意外异物,1,1,29-9月 -15,SGYWYW,,,,ICD10_15
10460,W44.903,消化道意外异物,1,1,29-9月 -15,XHDYWYW,,,,ICD10_15
10461,W44.904,异物进入眼,1,1,29-9月 -15,YWJRY,,,,ICD10_15
10462,W44.905,膀胱意外异物,1,1,29-9月 -15,BGYWYW,,,,ICD10_15
10470,W49.901,切割和穿刺器械或物体引起的损伤,1,1,29-9月 -15,QGHCCQXH,,,,ICD10_15
10471,W51.901,意外撞人撞物或被人被物冲撞,1,1,29-9月 -15,YWZRZWHB,,,,ICD10_15
10472,W54.901,狗咬伤,1,1,29-9月 -15,GYS,,,,ICD10_15
10475,M31.301,韦格纳肉芽肿(Wegener),1,1,29-9月 -15,WGNRYZWE,,,,ICD10_15
10477,M31.401,高安病(无脉症),1,1,29-9月 -15,GABWMZ,,,,ICD10_15
10479,M31.403,大动脉炎,1,1,29-9月 -15,DDMY,,,,ICD10_15
10480,M31.601,巨细胞动脉炎,1,1,29-9月 -15,JXBDMY,,,,ICD10_15
10481,M31.601,颞动脉炎,1,1,29-9月 -15,NDMY,,,,ICD10_15
10490,M32.105+N08.505*,狼疮性肾炎,1,1,29-9月 -15,LCXSY,,,,ICD10_15
10508,M32.901,系统性红斑狼疮,1,1,29-9月 -15,XTXHBLC,,,,ICD10_15
10511,M33.101,皮肌炎,1,1,29-9月 -15,PJY,,,,ICD10_15
10524,M34.803+D77 02*,系统性硬化症累及血液系统,1,1,29-9月 -15,XTXYHZLJ,,,,ICD10_15
10526,M34.902,硬皮病,1,1,29-9月 -15,YPB,,,,ICD10_15
10527,M35.001,Sjogren综合征,1,1,29-9月 -15,SJOGRENZ,,,,ICD10_15
10528,M35.001,干燥综合征,1,1,29-9月 -15,GZZHZ,,,,ICD10_15
10534,M35.101,混合性结缔组织病,1,1,29-9月 -15,HHXJDZZB,,,,ICD10_15
10538,M35.201,贝赫切特病,1,1,29-9月 -15,BHQTB,,,,ICD10_15
10539,M35.201,眼口生殖器综合征,1,1,29-9月 -15,YKSZQZHZ,,,,ICD10_15
10540,M35.201,白塞综合症,1,1,29-9月 -15,BSZHZ,,,,ICD10_15
10542,M35.301,风湿性多肌痛,1,1,29-9月 -15,FSXDJT,,,,ICD10_15
10546,M35.901,结缔组织病,1,1,29-9月 -15,JDZZB,,,,ICD10_15
10548,M35.903,自身免疫病,1,1,29-9月 -15,ZSMYB,,,,ICD10_15
10552,M40.251,脊柱后凸，胸腰段,1,1,29-9月 -15,JZHTDXYD,,,,ICD10_15
10566,M41.561,腰椎退行性侧弯,1,1,29-9月 -15,YZTXXCW,,,,ICD10_15
10567,M41.591,退行性脊柱侧弯,1,1,29-9月 -15,TXXJZCW,,,,ICD10_15
10570,M41.991,脊柱侧弯,1,1,29-9月 -15,JZCW,,,,ICD10_15
10575,M43.001,腰峡部裂(后天性),1,1,29-9月 -15,YXBLHTX,,,,ICD10_15
10576,M43.191,后天性脊椎滑脱,1,1,29-9月 -15,HTXJZHT,,,,ICD10_15
10578,M43.601,斜颈,1,1,29-9月 -15,XJ,,,,ICD10_15
10591,N10  01,急性间质性肾炎,1,1,29-9月 -15,JXJZXSY,,,,ICD10_15
10593,N10  03,急性肾盂肾炎,1,1,29-9月 -15,JXSYSY,,,,ICD10_15
10598,N11.902,慢性肾盂肾炎,1,1,29-9月 -15,MXSYSY,,,,ICD10_15
10601,N12  02,肾盂肾炎,1,1,29-9月 -15,SYSY,,,,ICD10_15
10605,N13.001,肾盂输尿管连接处狭窄伴肾盂积水,1,1,29-9月 -15,SYSNGLJC,,,,ICD10_15
10607,N13.201,肾盂积水伴肾和输尿管结石梗阻,1,1,29-9月 -15,SYJSBSHS,,,,ICD10_15
10609,N13.203,肾盂积水伴输尿管结石,1,1,29-9月 -15,SYJSBSNG,,,,ICD10_15
10610,N13.301,肾积水,1,1,29-9月 -15,SJS,,,,ICD10_15
10611,N13.302,肾盂积水,1,1,29-9月 -15,SYJS,,,,ICD10_15
10612,N13.401,输尿管积水,1,1,29-9月 -15,SNGJS,,,,ICD10_15
10613,N13.501,肾盂输尿管连接处狭窄,1,1,29-9月 -15,SYSNGLJC,,,,ICD10_15
10614,N13.502,输尿管狭窄,1,1,29-9月 -15,SNGXZ,,,,ICD10_15
10615,N13.503,输尿管梗阻,1,1,29-9月 -15,SNGGZ,,,,ICD10_15
10616,N13.504,腹膜后纤维化,1,1,29-9月 -15,FMHXWH,,,,ICD10_15
10619,N13.601,肾盂脓肿,1,1,29-9月 -15,SYNZ,,,,ICD10_15
10623,N13.801,梗阻性肾病,1,1,29-9月 -15,GZXSB,,,,ICD10_15
10624,N13.901,尿路梗阻,1,1,29-9月 -15,NLGZ,,,,ICD10_15
10628,N14.201,药物性肾炎,1,1,29-9月 -15,YWXSY,,,,ICD10_15
10631,N15.101,肾脓肿,1,1,29-9月 -15,SNZ,,,,ICD10_15
10632,N15.102,肾周脓肿,1,1,29-9月 -15,SZNZ,,,,ICD10_15
10633,N15.901,肾感染,1,1,29-9月 -15,SGR,,,,ICD10_15
10641,N17.901,急性肾功能衰竭,1,1,29-9月 -15,JXSGNSJ,,,,ICD10_15
10643,N18.001,慢性肾功能不全尿毒症期,1,1,29-9月 -15,MXSGNBQN,,,,ICD10_15
10644,N18.801,慢性肾功能不全代偿期,1,1,29-9月 -15,MXSGNBQD,,,,ICD10_15
10645,N18.802,慢性肾功能不全肾功能衰竭期,1,1,29-9月 -15,MXSGNBQS,,,,ICD10_15
10646,N18.803,慢性肾功能不全氮质血症期,1,1,29-9月 -15,MXSGNBQD,,,,ICD10_15
10647,N18.804,慢性肾功能不全失代偿期,1,1,29-9月 -15,MXSGNBQS,,,,ICD10_15
10648,N18.805+G93.405*,尿毒症性脑病,1,1,29-9月 -15,NDZXNB,,,,ICD10_15
10650,N18.807+I43.803*,尿毒症性心肌病,1,1,29-9月 -15,NDZXXJB,,,,ICD10_15
10653,N18.901,慢性肾功能不全,1,1,29-9月 -15,MXSGNBQ,,,,ICD10_15
10655,N19  01,肾功能衰竭,1,1,29-9月 -15,SGNSJ,,,,ICD10_15
10656,N19  02,尿毒症,1,1,29-9月 -15,NDZ,,,,ICD10_15
10657,N19  03,肾功能不全,1,1,29-9月 -15,SGNBQ,,,,ICD10_15
10658,N19  04,肾无功能,1,1,29-9月 -15,SWGN,,,,ICD10_15
10659,N20.001,肾结石,1,1,29-9月 -15,SJS,,,,ICD10_15
10660,N20.002,肾盂结石,1,1,29-9月 -15,SYJS,,,,ICD10_15
10662,N20.101,输尿管结石,1,1,29-9月 -15,SNGJS,,,,ICD10_15
10663,N20.102,输尿管上段结石,1,1,29-9月 -15,SNGSDJS,,,,ICD10_15
10664,N20.103,输尿管中段结石,1,1,29-9月 -15,SNGZDJS,,,,ICD10_15
10665,N20.104,输尿管下段结石,1,1,29-9月 -15,SNGXDJS,,,,ICD10_15
10666,N20.201,肾输尿管结石,1,1,29-9月 -15,SSNGJS,,,,ICD10_15
10668,N20.901,泌尿系结石,1,1,29-9月 -15,MNXJS,,,,ICD10_15
10669,N21.001,膀胱结石,1,1,29-9月 -15,BGJS,,,,ICD10_15
10670,N21.101,尿道结石,1,1,29-9月 -15,NDJS,,,,ICD10_15
10671,N23  01,肾绞痛,1,1,29-9月 -15,SJT,,,,ICD10_15
10678,N25.802,肾小管酸中毒,1,1,29-9月 -15,SXGSZD,,,,ICD10_15
10679,N25.803,肾源性继发性甲状旁腺机能亢进,1,1,29-9月 -15,SYXJFXJZ,,,,ICD10_15
10680,N26  01,肾小球硬化,1,1,29-9月 -15,SXQYH,,,,ICD10_15
10682,N26  03,肾萎缩,1,1,29-9月 -15,SWS,,,,ICD10_15
10684,N28.001,肾动脉栓塞,1,1,29-9月 -15,SDMSS,,,,ICD10_15
10685,N28.002,肾梗死,1,1,29-9月 -15,SGS,,,,ICD10_15
10686,N28.101,肾囊肿(后天性),1,1,29-9月 -15,SNZHTX,,,,ICD10_15
10690,N28.804,输尿管囊肿,1,1,29-9月 -15,SNGNZ,,,,ICD10_15
10691,N28.805,肾钙化,1,1,29-9月 -15,SGH,,,,ICD10_15
10692,N28.806,输尿管瘘,1,1,29-9月 -15,SNGL,,,,ICD10_15
10693,N28.808,输尿管扩张,1,1,29-9月 -15,SNGKZ,,,,ICD10_15
10694,N28.809,肾出血,1,1,29-9月 -15,SCX,,,,ICD10_15
10695,N28.810,输尿管息肉,1,1,29-9月 -15,SNGXR,,,,ICD10_15
10696,N28.811,输尿管感染,1,1,29-9月 -15,SNGGR,,,,ICD10_15
10703,N28.819,肾包膜下积液,1,1,29-9月 -15,SBMXJY,,,,ICD10_15
10707,Q68.802,先天性肘关节挛缩,1,1,29-9月 -15,XTXZGJLS,,,,ICD10_15
10709,Q68.804,先天性踝关节畸形,1,1,29-9月 -15,XTXHGJJX,,,,ICD10_15
10715,Q68.810,先天性胫骨假关节,1,1,29-9月 -15,XTXJGJGJ,,,,ICD10_15
10723,Q69.901,多指,1,1,29-9月 -15,DZ,,,,ICD10_15
10724,Q69.902,多趾,1,1,29-9月 -15,DZ,,,,ICD10_15
10725,Q70.001,并指(复合性),1,1,29-9月 -15,BZFHX,,,,ICD10_15
10727,Q70.201,并趾(复合性),1,1,29-9月 -15,BZFHX,,,,ICD10_15
10728,Q70.301,蹼状趾,1,1,29-9月 -15,PZZ,,,,ICD10_15
10748,Q74.104,二分髌骨,1,1,29-9月 -15,EFBG,,,,ICD10_15
10763,Q75.808,先天性颅底凹陷,1,1,29-9月 -15,XTXLDAX,,,,ICD10_15
10765,Q75.901,先天性颅骨畸形,1,1,29-9月 -15,XTXLGJX,,,,ICD10_15
10767,Q76.002,先天性腰峡部裂,1,1,29-9月 -15,XTXYXBL,,,,ICD10_15
10768,Q76.003,隐性脊柱裂,1,1,29-9月 -15,YXJZL,,,,ICD10_15
10769,Q76.101,先天性颈椎融合,1,1,29-9月 -15,XTXJZRH,,,,ICD10_15
10773,Q76.401,脊椎发育不良,1,1,29-9月 -15,JZFYBL,,,,ICD10_15
10774,Q76.402,齿状突先天畸形,1,1,29-9月 -15,CZTXTJX,,,,ICD10_15
10775,Q76.403,先天性胸椎畸形,1,1,29-9月 -15,XTXXZJX,,,,ICD10_15
10776,Q76.404,先天性颈椎畸形,1,1,29-9月 -15,XTXJZJX,,,,ICD10_15
10777,Q76.405,先天性脊柱后凸,1,1,29-9月 -15,XTXJZHT,,,,ICD10_15
10780,Q76.408,先天性颈椎体脱位,1,1,29-9月 -15,XTXJZTTW,,,,ICD10_15
10784,Q76.412,先天性脊柱畸形,1,1,29-9月 -15,XTXJZJX,,,,ICD10_15
10786,Q76.414,骶椎腰化,1,1,29-9月 -15,DZYH,,,,ICD10_15
10791,Q76.419,第五腰椎横突综合征,1,1,29-9月 -15,DWYZHTZH,,,,ICD10_15
10798,Q77.402,软骨发育不良,1,1,29-9月 -15,RGFYBL,,,,ICD10_15
10820,Q79.001,先天性膈疝,1,1,29-9月 -15,XTXGS,,,,ICD10_15
10823,X49.912,汞意外中毒,1,1,29-9月 -15,GYWZD,,,,ICD10_15
10831,X50.881,军事训练伤，越野长跑,1,1,29-9月 -15,JSXLSDYY,,,,ICD10_15
10832,X50.901,过度用力,1,1,29-9月 -15,GDYL,,,,ICD10_15
10833,X51.301,在体育运动中损伤,1,1,29-9月 -15,ZTYYDZSS,,,,ICD10_15
10834,X51.302,在体育运动中拳击伤,1,1,29-9月 -15,ZTYYDZQJ,,,,ICD10_15
10835,X51.801,航空晕,1,1,29-9月 -15,HKY,,,,ICD10_15
10838,X58.882,军事训练伤，扭伤,1,1,29-9月 -15,JSXLSDNS,,,,ICD10_15
10839,X59.881,军事训练伤，意外损伤,1,1,29-9月 -15,JSXLSDYW,,,,ICD10_15
10840,X59.901,"骨折,未特指原因者",1,1,29-9月 -15,GZWTZYYZ,,,,ICD10_15
10842,X59.903,意外损伤,1,1,29-9月 -15,YWSS,,,,ICD10_15
10843,X61.901,服苯巴比妥自杀,1,1,29-9月 -15,FBBBTZS,,,,ICD10_15
10848,X61.906,服安定剂自杀,1,1,29-9月 -15,FADJZS,,,,ICD10_15
10854,X61.912,服安定自杀,1,1,29-9月 -15,FADZS,,,,ICD10_15
10865,X64.901,服特指药物自杀,1,1,29-9月 -15,FTZYWZS,,,,ICD10_15
10878,X68.901,服农用药自杀,1,1,29-9月 -15,FNYYZS,,,,ICD10_15
10879,X68.902,服敌敌畏自杀,1,1,29-9月 -15,FDDWZS,,,,ICD10_15
10880,X68.903,服灭鼠药自杀,1,1,29-9月 -15,FMSYZS,,,,ICD10_15
10883,X69.902,服酸性物自杀,1,1,29-9月 -15,FSXWZS,,,,ICD10_15
10887,X78.901,用刀或锐器自杀,1,1,29-9月 -15,YDHRQZS,,,,ICD10_15
10890,X80.901,从高处跳下自杀,1,1,29-9月 -15,CGCTXZS,,,,ICD10_15
10892,X84.901,自伤,1,1,29-9月 -15,ZS,,,,ICD10_15
10906,Y04.901,斗殴或争吵中损伤,1,1,29-9月 -15,DOHZCZSS,,,,ICD10_15
10910,Y08.901,被人咬伤,1,1,29-9月 -15,BRYS,,,,ICD10_15
10911,Y11.901,安定中毒原因未定,1,1,29-9月 -15,ADZDYYWD,,,,ICD10_15
10917,Y19.904,化学物质引起的烧伤,1,1,29-9月 -15,HXWZYQDS,,,,ICD10_15
10932,Y40.001,青霉素过敏反应,1,1,29-9月 -15,QMSGMFY,,,,ICD10_15
10937,M45  91,强直性脊柱炎,1,1,29-9月 -15,QZXJZY,,,,ICD10_15
10943,M46.181,骶髂关节炎,1,1,29-9月 -15,DQGJY,,,,ICD10_15
10944,M46.221,颈椎骨髓炎,1,1,29-9月 -15,JZGSY,,,,ICD10_15
10951,M46.361,腰椎间盘感染(脓性),1,1,29-9月 -15,YZJPGRNX,,,,ICD10_15
10954,M46.492,椎体终板炎,1,1,29-9月 -15,ZTZBY,,,,ICD10_15
10957,M46.561,腰椎间隙感染,1,1,29-9月 -15,YZJXGR,,,,ICD10_15
10960,M46.991,脊柱炎,1,1,29-9月 -15,JZY,,,,ICD10_15
10962,M47.121+G99.202*,颈椎关节强硬伴脊髓病,1,1,29-9月 -15,JZGJQYBJ,,,,ICD10_15
10963,M47.121+G99.202*,脊髓型颈椎病,1,1,29-9月 -15,JSXJZB,,,,ICD10_15
10965,M47.221+G55.201*,神经根型颈椎病,1,1,29-9月 -15,SJGXJZB,,,,ICD10_15
10966,M47.821,颈椎病,1,1,29-9月 -15,JZB,,,,ICD10_15
10967,M47.822,颈椎关节强硬,1,1,29-9月 -15,JZGJQY,,,,ICD10_15
10970,M47.921,混合性颈椎病,1,1,29-9月 -15,HHXJZB,,,,ICD10_15
10971,M47.922,颈椎退行性变,1,1,29-9月 -15,JZTXXB,,,,ICD10_15
10972,M47.961,腰椎退行性骨关节炎,1,1,29-9月 -15,YZTXXGGJ,,,,ICD10_15
10973,M47.991,脊椎退行性变,1,1,29-9月 -15,JZTXXB,,,,ICD10_15
10975,M47.993,脊柱关节病,1,1,29-9月 -15,JZGJB,,,,ICD10_15
10976,M47.994,脊柱骨关节病,1,1,29-9月 -15,JZGGJB,,,,ICD10_15
10977,M48.001,颈腰综合征,1,1,29-9月 -15,JYZHZ,,,,ICD10_15
10978,M48.021,颈椎管狭窄,1,1,29-9月 -15,JZGXZ,,,,ICD10_15
10979,M48.041,胸椎管狭窄,1,1,29-9月 -15,XZGXZ,,,,ICD10_15
10980,M48.061,腰椎管狭窄,1,1,29-9月 -15,YZGXZ,,,,ICD10_15
10981,M48.091,椎管狭窄,1,1,29-9月 -15,ZGXZ,,,,ICD10_15
10984,M48.541,病理性胸椎骨折,1,1,29-9月 -15,BLXXZGZ,,,,ICD10_15
10991,M48.891,黄韧带骨化,1,1,29-9月 -15,HRDGH,,,,ICD10_15
10992,M50.001+G99.203*,颈椎间盘疾患伴脊髓病,1,1,29-9月 -15,JZJPJHBJ,,,,ICD10_15
10995,M50.221,颈椎间盘脱出,1,1,29-9月 -15,JZJPTC,,,,ICD10_15
10996,M50.301,颈椎间盘变性,1,1,29-9月 -15,JZJPBX,,,,ICD10_15
10997,M51.001+G99.202*,椎间盘突出伴脊髓病,1,1,29-9月 -15,ZJPTCBJS,,,,ICD10_15
10999,M51.201,腰椎间盘突出,1,1,29-9月 -15,YZJPTC,,,,ICD10_15
11000,M51.202,胸椎间盘脱出,1,1,29-9月 -15,XZJPTC,,,,ICD10_15
11001,M51.301,腰椎间盘变性脱出,1,1,29-9月 -15,YZJPBXTC,,,,ICD10_15
11002,M51.302,椎间盘变性,1,1,29-9月 -15,ZJPBX,,,,ICD10_15
11004,M51.901,椎间盘疾患,1,1,29-9月 -15,ZJPJH,,,,ICD10_15
11007,M53.101,颈肩综合征,1,1,29-9月 -15,JJZHZ,,,,ICD10_15
11008,M53.221,颈椎不稳,1,1,29-9月 -15,JZBW,,,,ICD10_15
11009,M53.251,胸腰椎不稳定,1,1,29-9月 -15,XYZBWD,,,,ICD10_15
11010,M53.261,腰椎不稳定,1,1,29-9月 -15,YZBWD,,,,ICD10_15
11011,M53.262,腰椎滑脱,1,1,29-9月 -15,YZHT,,,,ICD10_15
11012,M53.263,腰椎小关节紊乱,1,1,29-9月 -15,YZXGJWL,,,,ICD10_15
11013,M53.381,尾部疼痛,1,1,29-9月 -15,WBTT,,,,ICD10_15
11015,M54.121,颈神经根病,1,1,29-9月 -15,JSJGB,,,,ICD10_15
11017,M54.123,臂丛神经根炎,1,1,29-9月 -15,BCSJGY,,,,ICD10_15
11021,M54.191,神经根炎,1,1,29-9月 -15,SJGY,,,,ICD10_15
11022,M54.221,颈痛,1,1,29-9月 -15,JT,,,,ICD10_15
11024,M54.382,坐骨神经痛,1,1,29-9月 -15,ZGSJT,,,,ICD10_15
11025,M54.551,腰背痛,1,1,29-9月 -15,YBT,,,,ICD10_15
11026,M54.552,腰背肌筋膜炎,1,1,29-9月 -15,YBJJMY,,,,ICD10_15
11027,M54.561,腰肌劳损,1,1,29-9月 -15,YJLS,,,,ICD10_15
11028,M54.562,腰痛,1,1,29-9月 -15,YT,,,,ICD10_15
11029,M54.563,第三横突综合征,1,1,29-9月 -15,DSHTZHZ,,,,ICD10_15
11030,M54.564,慢性腰肌劳损,1,1,29-9月 -15,MXYJLS,,,,ICD10_15
11033,M60.081,腰大肌脓肿,1,1,29-9月 -15,YDJNZ,,,,ICD10_15
11043,M60.991,肌炎,1,1,29-9月 -15,JY,,,,ICD10_15
11044,M60.992,肌筋膜炎,1,1,29-9月 -15,JJMY,,,,ICD10_15
11048,M61.551,髋关节骨化性肌炎,1,1,29-9月 -15,KGJGHXJY,,,,ICD10_15
11049,M61.561,膝关节骨化性肌炎,1,1,29-9月 -15,XGJGHXJY,,,,ICD10_15
11050,M61.591,骨化性肌炎,1,1,29-9月 -15,GHXJY,,,,ICD10_15
11051,M62.291,肌肉缺血性梗死,1,1,29-9月 -15,JRQXXGS,,,,ICD10_15
11058,N28.820,非创伤性肾血肿,1,1,29-9月 -15,FCSXSXZ,,,,ICD10_15
11063,N28.826,肾周积液,1,1,29-9月 -15,SZJY,,,,ICD10_15
11065,N28.901,肾病,1,1,29-9月 -15,SB,,,,ICD10_15
11066,N28.902,肾占位性病变,1,1,29-9月 -15,SZWXBB,,,,ICD10_15
11068,N28.904,急性肾损伤,1,1,29-9月 -15,JXSSS,,,,ICD10_15
11070,N30.001,急性膀胱炎,1,1,29-9月 -15,JXBGY,,,,ICD10_15
11072,N30.201,慢性膀胱炎,1,1,29-9月 -15,MXBGY,,,,ICD10_15
11073,N30.401,放射性膀胱炎,1,1,29-9月 -15,FSXBGY,,,,ICD10_15
11074,N30.801,糖尿病性膀胱炎,1,1,29-9月 -15,TNBXBGY,,,,ICD10_15
11075,N30.801,糖尿病神经原性膀胱,1,1,29-9月 -15,TNBSJYXB,,,,ICD10_15
11078,N30.804,腺性膀胱炎,1,1,29-9月 -15,XXBGY,,,,ICD10_15
11083,N30.901,膀胱炎,1,1,29-9月 -15,BGY,,,,ICD10_15
